REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q57SERNO,Q57,Q58,Q59,Q60,Q61
13,2014,12,2,32,42,119,06,1,086,01,025000,1,1,8331,1
13,2014,12,2,32,45,120,03,1,093,06,030000,1,1,6225,1
13,2014,12,2,32,45,120,03,1,093,07,011000,1,1,9322,1
13,2014,12,2,32,45,120,03,1,093,09,070000,1,1,9112,1
13,2014,12,2,42,03,034,03,1,003,03,025000,3,2,    , 
13,2014,12,2,42,03,034,03,1,003,04,025000,2,2,    , 
13,2014,12,2,61,87,210,01,1,131,03,020000,3,1,3111,1
13,2014,12,2,61,84,209,02,1,082,02,020000,3,1,8153,1
13,2014,12,2,61,78,208,08,1,108,03,025000,2,2,    , 
13,2014,12,2,61,72,206,08,1,178,04,020000,3,2,    , 
13,2014,12,2,61,49,201,09,1,059,03,030000,3,2,    , 
13,2014,12,2,61,45,200,10,1,050,03,030000,3,2,    , 
13,2014,12,2,61,30,197,08,1,078,03,015000,3,2,    , 
13,2014,12,2,61,21,195,09,1,019,03,020000,3,2,    , 
13,2014,12,2,61,21,195,09,1,019,04,018000,2,2,    , 
13,2014,12,2,61,09,194,06,1,006,01,010000,2,1,7531,1
13,2014,12,2,45,12,036,01,1,021,04,020000,2,2,    , 
13,2014,12,2,92,06,108,03,1,043,03,015000,3,2,    , 
13,2014,12,2,92,06,108,07,1,047,03,020000,2,2,    , 
13,2014,12,2,92,06,108,07,1,047,04,018000,2,2,    , 
13,2014,12,2,92,06,108,09,1,049,02,020000,3,2,    , 
13,2014,12,2,92,06,108,10,1,050,03,020000,2,2,    , 
13,2014,12,2,92,18,111,07,1,087,01,015000,2,2,    , 
13,2014,12,2,92,18,112,03,1,063,03,015000,3,2,    , 
13,2014,12,2,92,18,112,04,1,064,05,018000,1,2,    , 
13,2014,12,2,92,18,112,06,1,066,04,020000,1,2,    , 
13,2014,12,2,92,30,114,04,1,034,03,015000,2,2,    , 
13,2014,12,3,92,03,115,08,1,078,02,020000,1,1,5211,1
13,2014,12,3,92,21,116,03,1,013,06,015000,3,2,    , 
13,2014,12,3,92,21,116,04,1,014,05,015000,1,2,    , 
13,2014,12,2,21,48,212,05,1,015,03,025000,2,2,    , 
13,2014,12,2,21,36,209,03,1,163,03,015000,3,2,    , 
13,2014,12,2,21,36,208,01,1,091,03,030000,2,1,9313,1
13,2014,12,2,21,36,208,01,1,091,04,025000,2,1,9313,1
13,2014,12,2,21,36,208,09,1,099,03,025000,2,2,    , 
13,2014,12,2,21,36,208,09,1,099,04,025000,2,2,    , 
13,2014,12,2,21,27,205,08,1,058,03,100000,2,1,7322,1
13,2014,12,2,21,24,203,08,1,048,03,025000,2,2,    , 
13,2014,12,2,21,09,200,09,1,139,03,025000,3,1,1411,1
13,2014,12,2,21,09,200,10,1,140,03,020000,3,2,    , 
13,2014,12,2,13,12,119,09,1,099,03,015000,2,2,    , 
13,2014,12,2,13,09,118,09,1,079,03,018000,2,1,5249,1
13,2014,12,1,13,03,115,05,1,035,03,015000,1,2,    , 
13,2014,12,2,41,09,058,04,1,044,03,015000,2,2,    , 
13,2014,12,2,41,09,058,08,1,048,04,020000,2,2,    , 
13,2014,12,2,41,39,060,04,1,004,02,010000,3,2,    , 
13,2014,12,1,33,33,092,02,1,022,03,030000,1,2,    , 
13,2014,12,2,33,40,094,05,1,065,03,015000,3,2,    , 
13,2014,12,2,33,40,094,10,1,070,01,007000,3,1,5211,3
13,2014,12,2,33,12,095,06,1,076,04,015000,1,1,9321,1
13,2014,12,2,33,12,095,07,1,077,04,015000,1,1,4110,1
13,2014,12,2,33,15,096,06,1,086,03,020000,3,1,5211,1
13,2014,12,2,33,15,096,06,1,086,04,180003,1,1,7531,1
13,2014,12,2,33,24,098,04,1,004,01,015000,1,1,9211,1
13,2014,12,2,33,27,099,09,1,019,03,030000,3,2,    , 
13,2014,12,2,33,33,100,01,1,031,04,080000,2,1,5222,1
13,2014,12,2,33,33,100,09,1,039,03,025000,3,1,2330,1
13,2014,12,2,12,39,259,07,1,207,03,020000,3,2,    , 
13,2014,12,2,12,36,258,10,1,200,02,018000,1,1,3122,1
13,2014,12,2,12,30,255,02,1,162,04,018000,1,2,    , 
13,2014,12,2,12,30,255,02,1,162,05,018000,1,2,    , 
13,2014,12,2,12,24,252,05,1,135,03,015000,3,2,    , 
13,2014,12,2,12,18,249,04,1,104,01,010000,1,2,    , 
13,2014,12,2,12,12,247,08,1,088,03,015000,1,1,0130,1
13,2014,12,2,12,09,245,08,1,068,03,015000,1,2,    , 
13,2014,12,2,12,09,245,10,1,070,01,070000,1,1,2141,1
13,2014,12,2,31,36,126,08,1,068,03,030000,2,2,    , 
13,2014,12,2,11,12,226,10,1,174,03,020000,1,2,    , 
13,2014,12,1,11,31,219,07,1,100,11,015000,3,2,    , 
13,2014,12,1,11,09,213,07,1,050,03,030000,3,2,    , 
13,2014,12,1,11,06,211,08,1,030,03,030000,1,1,9112,1
13,2014,12,1,11,03,210,08,1,020,04,015000,3,2,    , 
13,2014,12,1,51,15,079,10,1,050,02,030000,1,2,    , 
13,2014,12,2,51,03,082,05,1,015,02,003000,2,2,    , 
13,2014,12,2,51,03,082,06,1,016,01,003500,2,2,    , 
13,2014,12,2,51,03,082,08,1,018,02,003000,3,2,    , 
13,2014,12,2,51,03,082,07,1,017,01,002000,3,2,    , 
13,2014,12,2,81,33,088,03,1,023,02,020000,2,1,2330,1
13,2014,12,2,81,33,088,07,1,027,03,022000,2,2,    , 
13,2014,12,2,81,21,086,02,1,054,02,025000,3,2,    , 
13,2014,12,2,81,21,086,04,1,056,03,015000,3,2,    , 
13,2014,12,2,81,21,086,08,1,060,03,015000,3,2,    , 
13,2014,12,2,81,21,086,08,1,060,04,015000,3,2,    , 
