REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q14_PERSON_SERIAL_NO,Q14_REGISTERED_EPF_OR_IRD,Q15_PROPER_ACCOUNTING_SYSTEM,Q16_NO_OF_EMPLOYEES,Q17_NO_OF_HOURS_USEALLY_WORK,Q18_NO_ACTUALLY_WORK_HOURS
 5,2011,01,1,11,005,04,1,044,03,2,2,8,35,35
 5,2011,01,1,11,005,05,1,045,01,2,2,8,60,66
 5,2011,01,1,11,005,06,1,046,01,2,2,1,35,40
 5,2011,01,1,11,005,06,1,046,02,3,3,2,40,40
 5,2011,01,1,11,005,07,1,047,01,2,2,8,55,55
 5,2011,01,1,11,005,08,1,048,01,2,2,1,60,60
 5,2011,01,1,11,005,10,1,050,02,1,1,3,50,50
 5,2011,01,1,11,005,10,1,050,03,1,1,3,45,60
 5,2011,01,1,11,006,01,1,051,01,2,2,1,45,45
 5,2011,01,1,11,006,02,1,052,04, , , ,40,40
 5,2011,01,1,11,006,02,1,052,05,2,2,1,48,48
 5,2011,01,1,11,006,02,1,052,07,1,1,6,40,40
 5,2011,01,1,11,006,02,1,052,08,2,2,8,60,60
 5,2011,01,1,11,006,02,1,052,09, , , ,40,40
 5,2011,01,1,11,006,03,1,053,01, , , ,40,40
 5,2011,01,1,11,006,06,1,056,01,2,2,8,60,60
 5,2011,01,1,11,006,06,1,056,02, , , ,40,40
 5,2011,01,1,11,006,07,1,057,01,1,1,8,48,48
 5,2011,01,1,11,006,09,1,059,01,2,2,8,40,40
 5,2011,01,1,11,006,09,1,059,02,1,1,4,40,40
 5,2011,01,1,11,006,09,1,059,05,2,2,1,50,55
 5,2011,01,1,11,006,09,1,059,06,2,2,1,50,50
 5,2011,01,1,11,006,10,1,060,01,1,1,4,50,50
 5,2011,01,1,11,006,10,1,060,02,1,1,1,30,30
 5,2011,01,1,11,006,10,1,060,05,2,2,1,60,60
 5,2011,01,1,11,007,05,1,065,03,1,1,2,25,20
 5,2011,01,1,11,007,05,1,065,04,1,1,4,45,37
 5,2011,01,1,11,007,05,1,065,05,1,1,4,45,37
 5,2011,01,1,11,007,06,1,066,01, , , ,48,40
 5,2011,01,1,11,007,06,1,066,03,1,1,8,84,60
 5,2011,01,1,11,007,07,1,067,01,2,2,7,18,15
 5,2011,01,1,11,007,07,1,067,03,1,1,5,48,48
 5,2011,01,1,11,007,08,1,068,01,2,2,8,20,20
 5,2011,01,1,11,007,08,1,068,02, , , ,36,36
 5,2011,01,1,11,007,09,1,069,01,2,2,7,84,70
 5,2011,01,1,11,007,10,1,070,01, , , ,40,32
 5,2011,01,1,11,007,10,1,070,02,2,2,8,30,30
 5,2011,01,1,11,008,01,1,071,01,1,1,8,48,48
 5,2011,01,1,11,008,01,1,071,04,2,2,7,70,70
 5,2011,01,1,11,008,03,1,073,01,2,2,8,49,49
 5,2011,01,1,11,008,03,1,073,02,2,2,8,49,49
 5,2011,01,1,11,008,05,1,075,02,1,1,6,40,40
 5,2011,01,1,11,008,07,1,077,01,1,1,8,42,36
 5,2011,01,1,11,008,07,1,077,02, , , ,40,32
 5,2011,01,1,11,008,07,1,077,03,1,1,4,40,32
 5,2011,01,1,11,008,08,1,078,01,2,2,7,50,40
 5,2011,01,1,11,009,01,1,081,03,2,2,8,70,70
 5,2011,01,1,11,009,04,1,084,01,2,2,8,65,65
 5,2011,01,1,11,009,04,1,084,03,1,1,6,45,45
 5,2011,01,1,11,009,04,1,084,04,1,1,6,45,45
 5,2011,01,1,11,009,05,1,085,01,2,2,8,50,50
 5,2011,01,1,11,009,06,1,086,01,1,1,5,65,65
 5,2011,01,1,11,009,06,1,086,03,1,1,6,52,52
 5,2011,01,1,11,009,06,1,086,04,1,1,5,60,60
 5,2011,01,1,11,009,06,1,086,05,1,1,5,52,52
 5,2011,01,1,11,009,07,1,087,01,1,1,3,55,55
 5,2011,01,1,11,009,07,1,087,03,2,2,1,60,60
 5,2011,01,1,11,009,07,1,087,04,2,2,1,60,60
 5,2011,01,1,11,009,08,1,088,02,1,1,6,55,55
 5,2011,01,2,11,010,01,1,091,02,2,2,1,60,60
 5,2011,01,2,11,010,02,1,092,01,2,2,8,50,50
 5,2011,01,2,11,010,02,1,092,05,1,1,4,60,60
 5,2011,01,2,11,010,03,1,093,03,1,1,6,50,50
 5,2011,01,2,11,010,03,1,093,04,2,2,1,60,60
 5,2011,01,2,11,010,04,1,094,01,2,2,8,70,70
 5,2011,01,2,11,010,04,1,094,04,1,1,3,60,60
 5,2011,01,2,11,010,05,1,095,01,1,1,4,48,48
 5,2011,01,2,11,010,06,1,096,01,2,2,8,60,60
 5,2011,01,2,11,010,06,1,096,02,1,1,2,40,40
 5,2011,01,2,11,010,07,1,097,03,2,2,1,60,30
 5,2011,01,2,11,010,08,1,098,02,1,1,6,40,40
 5,2011,01,2,11,010,09,1,099,03,2,2,1,54,54
 5,2011,01,2,11,010,09,1,099,04,2,2,1,54,54
 5,2011,01,2,11,011,01,1,101,04, , , ,48,48
 5,2011,01,2,11,011,02,1,102,01, , , ,40,40
 5,2011,01,2,11,011,05,1,105,01,1,1,3,45,45
 5,2011,01,2,11,011,05,1,105,02,1,1,5,60,60
 5,2011,01,2,11,011,06,1,106,01,1,1,6,40,40
 5,2011,01,2,11,011,06,1,106,03,1,1,4,56,56
 5,2011,01,2,11,011,07,1,107,01,2,2,8,50,30
 5,2011,01,2,11,011,08,1,108,03,1,1,5,45,45
 5,2011,01,2,11,011,08,1,108,04,1,1,6,40,40
 5,2011,01,2,11,011,10,1,110,01, , , ,40,40
 5,2011,01,2,11,011,10,1,110,02,1,1,6,40,40
 5,2011,01,2,11,012,01,1,111,02,1,1,1,20,16
 5,2011,01,2,11,012,03,1,113,02, , , ,40,32
 5,2011,01,2,11,012,03,1,113,03,1,1,4,70,70
 5,2011,01,2,11,012,05,1,115,01,1,1,1,84,84
 5,2011,01,2,11,012,05,1,115,02, , , ,40,32
 5,2011,01,2,11,012,06,1,116,01, , , ,30,24
 5,2011,01,2,11,012,06,1,116,02, , , ,30,24
 5,2011,01,2,11,012,07,1,117,01,2,2,1,35,35
 5,2011,01,2,11,012,09,1,119,01,1,1,6,70,40
 5,2011,01,2,11,012,09,2,120,03,1,1,2,72,60
 5,2011,01,2,11,012,10,1,121,01,1,1,1,70,70
 5,2011,01,2,11,012,10,2,122,01,1,1,1,70,70
 5,2011,01,2,11,013,01,1,123,02,2,2,8,30,30
 5,2011,01,2,11,013,01,1,123,04,2,2,1,40,40
 5,2011,01,2,11,013,02,1,124,02,2,2,2,50,50
 5,2011,01,2,11,013,02,1,124,03,3,3,8,48,40
 5,2011,01,2,11,013,02,1,124,04,2,2,8,56,40
 5,2011,01,2,11,013,03,1,125,01,2,2,1,36,40
 5,2011,01,2,11,013,03,1,125,02,1,1,6,54,45
 5,2011,01,2,11,013,03,1,125,03,1,1,3,56,48
 5,2011,01,2,11,013,03,1,125,04,1,1,4,60,50
 5,2011,01,2,11,013,03,1,125,05,1,2,1,54,45
 5,2011,01,2,11,013,05,1,127,01,2,2,8,56,42
 5,2011,01,2,11,013,06,1,128,01,2,2,1,56,40
 5,2011,01,2,11,013,06,1,128,02,2,2,1,60,60
 5,2011,01,2,11,013,06,1,128,04,2,2,1,54,54
 5,2011,01,2,11,013,06,1,128,05,2,2,1,56,40
 5,2011,01,2,11,013,07,1,129,01,2,2,1,96,96
 5,2011,01,2,11,013,07,1,129,02,2,2,1,56,48
 5,2011,01,2,11,013,07,1,129,03,1,1,2,48,40
 5,2011,01,2,11,013,07,1,129,05,1,1,2,48,40
 5,2011,01,2,11,013,08,1,130,02,1,1,4,56,00
 5,2011,01,2,11,013,08,1,130,05,2,2,1,96,96
 5,2011,01,2,11,013,08,1,130,06, , , ,60,60
 5,2011,01,2,11,013,09,1,131,01,2,2,2,70,50
 5,2011,01,2,11,013,09,1,131,02,2,2,1,54,00
 5,2011,01,2,11,013,09,1,131,03,2,2,1,56,35
 5,2011,01,2,11,013,09,1,131,04,2,2,1,56,48
 5,2011,01,2,11,013,10,1,132,03,1,3,2,40,32
 5,2011,01,2,11,014,01,1,133,04, , , ,40,40
 5,2011,01,2,11,014,01,1,133,05,1,1,2,60,60
 5,2011,01,2,11,014,03,1,135,01,2,2,8,35,20
 5,2011,01,2,11,014,03,1,135,02,2,2,8,35,35
 5,2011,01,2,11,014,03,1,135,03,2,2,8,35,35
 5,2011,01,2,11,014,03,1,135,04,2,2,8,35,35
 5,2011,01,2,11,014,06,1,136,01,1,1,1,60,60
 5,2011,01,2,11,014,04,1,137,01,2,3,1,48,55
 5,2011,01,2,11,014,07,1,139,02,2,2,8,99,99
 5,2011,01,2,11,014,07,1,139,03,2,2,7,70,70
 5,2011,01,2,11,014,08,1,140,01,2,2,8,60,60
 5,2011,01,2,11,014,09,1,141,01, , , ,35,35
 5,2011,01,2,11,015,01,1,143,01,2,2,8,56,56
 5,2011,01,2,11,015,01,1,143,02,1,1,4,56,56
 5,2011,01,2,11,015,01,1,143,05,1,1,6,48,48
 5,2011,01,2,11,015,02,1,144,01,1,1,6,24,56
 5,2011,01,2,11,015,04,1,146,01,2,2,1,48,48
 5,2011,01,2,11,015,05,1,147,01,1,1,6,56,56
 5,2011,01,2,11,015,05,1,147,02,1,1,6,56,56
 5,2011,01,2,11,015,06,1,148,01, , , ,24,40
 5,2011,01,2,11,015,06,1,148,02,2,2,8,56,56
 5,2011,01,2,11,015,07,1,149,01,1,1,4,40,40
 5,2011,01,2,11,015,07,1,149,03, , , ,24,40
 5,2011,01,2,11,015,08,1,150,03,2,2,8,20,40
 5,2011,01,2,11,015,08,1,150,04, , , ,40,40
 5,2011,01,2,11,015,08,1,150,05,2,2,2,09,09
 5,2011,01,2,11,015,10,1,152,02,2,2,8,21,21
 5,2011,01,2,11,015,10,1,152,03, , , ,48,48
 5,2011,01,2,11,015,10,1,152,04,2,2,8,21,21
 5,2011,01,2,11,016,01,1,153,03,1,1,6,48,48
 5,2011,01,2,11,016,02,1,154,01,1,1,6,54,54
 5,2011,01,2,11,016,03,1,155,01,1,1,2,60,60
 5,2011,01,2,11,016,04,1,156,01,1,1,5,45,45
 5,2011,01,2,11,016,04,1,156,02,2,2,8,50,50
 5,2011,01,2,11,016,05,1,157,01,2,2,1,54,54
 5,2011,01,2,11,016,05,1,157,02,2,2,1,45,45
 5,2011,01,2,11,016,06,1,158,02,2,2,1,70,70
 5,2011,01,2,11,016,07,1,159,01,2,2,7,65,65
 5,2011,01,2,11,016,08,1,160,01,1,1,6,45,45
 5,2011,01,2,11,016,08,1,160,03,1,1,6,60,60
 5,2011,01,2,11,016,09,1,161,01,1,1,4,54,54
 5,2011,01,2,11,016,10,1,162,01,1,1,6,45,45
 5,2011,01,2,11,016,10,1,162,03,1,1,6,30,30
 5,2011,01,2,11,017,01,1,163,01,1,1,4,50,50
 5,2011,01,2,11,017,02,1,164,01,2,2,1,70,70
 5,2011,01,2,11,017,03,2,166,01,2,2,8,65,65
 5,2011,01,2,11,017,03,2,166,02,2,2,8,55,55
 5,2011,01,2,11,017,03,2,166,03,1,1,6,54,54
 5,2011,01,2,11,017,03,2,166,04,2,2,7,65,65
 5,2011,01,2,11,017,04,1,167,01,2,2,1,70,70
 5,2011,01,2,11,017,05,1,168,03,1,1,4,65,65
 5,2011,01,2,11,017,08,1,171,01,2,2,7,65,65
 5,2011,01,2,11,017,08,1,171,02,2,2,8,40,40
 5,2011,01,2,11,017,09,1,172,01,2,2,8,50,50
 5,2011,01,2,11,017,10,1,173,03, , , ,45,45
 5,2011,01,3,11,018,02,1,175,01,2,2,1,44,48
 5,2011,01,3,11,018,02,1,175,02,1,1,6,40,48
 5,2011,01,3,11,018,02,1,175,03,2,2,5,40,40
 5,2011,01,3,11,018,03,1,176,01, , , ,54,54
 5,2011,01,3,11,018,04,1,177,01,1,1,6,40,48
 5,2011,01,3,11,018,04,1,177,02,2,2,8,24,48
 5,2011,01,3,11,018,05,1,178,01,1,1,6,40,48
 5,2011,01,3,11,018,05,1,178,02, , , ,32,40
 5,2011,01,3,11,018,05,1,178,07,2,2,1,40,48
 5,2011,01,3,11,018,05,1,178,08,1,1,5,48,48
 5,2011,01,3,11,018,05,1,178,09,1,1,6,40,48
 5,2011,01,3,11,018,05,1,178,10,1,1,6,40,48
 5,2011,01,3,11,018,06,1,179,02,2,2,1,24,48
 5,2011,01,3,11,018,06,1,179,03,1,1,6,40,48
 5,2011,01,3,11,018,07,1,180,01,2,2,1,40,48
 5,2011,01,3,11,018,07,1,180,03,1,1,5,48,48
 5,2011,01,3,11,018,08,1,181,01,1,1,6,40,48
 5,2011,01,3,11,018,09,1,182,01,2,2,1,24,30
 5,2011,01,3,11,018,09,1,182,02,1,1,6,40,48
 5,2011,01,3,11,018,09,1,182,03,2,2,1,36,36
 5,2011,01,3,11,018,09,1,182,04,1,1,6,48,48
 5,2011,01,3,11,018,09,1,182,05,2,2,1,24,24
 5,2011,01,3,11,018,10,1,183,01,1,1,6,40,48
 5,2011,01,3,11,018,10,1,183,02,1,1,6,40,48
 5,2011,01,3,11,018,10,1,183,04,2,2,1,24,48
 5,2011,02,1,11,019,01,1,001,02,2,2,8,60,40
 5,2011,02,1,11,019,03,1,003,03,1,1,2,15,15
 5,2011,02,1,11,019,04,1,004,01,1,1,2,45,30
 5,2011,02,1,11,019,05,1,005,01,1,1,2,53,37
 5,2011,02,1,11,019,07,1,007,02,1,1,2,40,32
 5,2011,02,1,11,019,09,1,009,01,2,2,1,70,70
 5,2011,02,1,11,019,10,1,010,03, , , ,45,32
 5,2011,02,1,11,019,08,1,028,01,2,2,8,60,20
 5,2011,02,1,11,019,08,1,028,03,2,2,8,60,30
 5,2011,02,1,11,020,05,1,015,01,2,2,1,72,60
 5,2011,02,1,11,020,07,1,017,02,1,1,6,45,60
 5,2011,02,1,11,020,09,1,019,01,1,1,5,72,72
 5,2011,02,1,11,020,10,1,020,03,1,1,6,45,30
 5,2011,02,1,11,021,01,1,021,04,2,2,8,60,60
 5,2011,02,1,11,021,01,1,021,06,2,2,1,55,55
 5,2011,02,1,11,021,01,1,021,07,2,2,1,60,60
 5,2011,02,1,11,021,02,1,022,01,2,2,7,50,50
 5,2011,02,1,11,021,02,1,022,03,2,2,7,60,40
 5,2011,02,1,11,021,02,1,022,05,2,2,8,60,20
 5,2011,02,1,11,021,03,1,023,01,2,2,7,38,38
 5,2011,02,1,11,021,04,1,024,01,2,2,8,60,00
 5,2011,02,1,11,021,04,1,024,03,2,2,8,60,30
 5,2011,02,1,11,021,05,1,025,02,2,2,8,60,60
 5,2011,02,1,11,021,06,1,026,02,2,2,8,50,30
 5,2011,02,1,11,021,07,1,027,03,2,2,1,45,45
 5,2011,02,1,11,021,09,1,029,03,2,2,1,54,54
 5,2011,02,1,11,021,10,1,030,01,2,2,8,60,60
 5,2011,02,1,11,022,01,1,031,01,1,1,5,21,35
 5,2011,02,1,11,022,01,1,031,02,1,1,6,48,48
 5,2011,02,1,11,022,02,1,032,01,1,1,6,48,48
 5,2011,02,1,11,022,02,1,032,03,2,2,3,67,67
 5,2011,02,1,11,022,03,1,033,01,2,2,8,70,70
 5,2011,02,1,11,022,03,1,033,02,2,2,8,35,35
 5,2011,02,1,11,022,04,1,034,01, , , ,48,32
 5,2011,02,1,11,022,04,1,034,02, , , ,52,52
 5,2011,02,1,11,022,05,1,035,01,2,2,8,24,24
 5,2011,02,1,11,022,05,1,035,04,2,2,8,16,08
 5,2011,02,1,11,022,06,1,036,01, , , ,18,18
 5,2011,02,1,11,022,06,1,036,02,1,1,3,48,48
 5,2011,02,1,11,022,08,1,038,01, , , ,24,24
 5,2011,02,1,11,022,08,1,038,03, , , ,24,24
 5,2011,02,1,11,022,08,1,038,06,1,1,2,48,48
 5,2011,02,1,11,022,10,1,040,01,1,1,3,40,40
 5,2011,02,1,11,023,03,1,043,01,2,2,7,60,30
 5,2011,02,1,11,023,03,1,043,03,1,1,3,40,24
 5,2011,02,1,11,023,03,1,043,04,1,1,3,40,24
 5,2011,02,1,11,023,04,1,044,01,2,2,8,48,00
 5,2011,02,1,11,023,05,1,045,01,2,2,8,35,00
 5,2011,02,1,11,023,05,1,045,02,2,2,8,60,60
 5,2011,02,1,11,023,05,1,045,03,2,2,8,60,60
 5,2011,02,1,11,023,06,1,046,03,1,1,6,40,24
 5,2011,02,1,11,023,06,1,046,04,1,1,6,45,31
 5,2011,02,1,11,023,06,1,046,06,1,1,6,50,34
 5,2011,02,1,11,023,06,1,046,09,2,2,7,56,56
 5,2011,02,1,11,023,07,1,047,02,1,1,4,45,24
 5,2011,02,1,11,023,07,1,047,03,1,1,6,45,37
 5,2011,02,1,11,023,08,1,048,01,2,2,8,60,00
 5,2011,02,1,11,023,09,1,049,01,2,2,8,60,50
 5,2011,02,1,11,023,10,1,050,02,1,1,6,40,24
 5,2011,02,1,11,024,01,1,051,01,1,1,6,50,40
 5,2011,02,1,11,024,01,1,051,03,1,1,6,50,40
 5,2011,02,1,11,024,02,1,052,01, , , ,40,24
 5,2011,02,1,11,024,02,1,052,02,1,1,4,45,27
 5,2011,02,1,11,024,02,1,052,03,1,1,5,40,24
 5,2011,02,1,11,024,03,1,053,01,1,2,1,50,50
 5,2011,02,1,11,024,03,1,053,05,1,2,2,50,40
 5,2011,02,1,11,024,04,1,054,05,1,1,3,50,50
 5,2011,02,1,11,024,05,1,055,01, , , ,45,35
 5,2011,02,1,11,024,05,1,055,03,1,1,3,40,24
 5,2011,02,1,11,024,06,1,056,01,1,1,1,40,32
 5,2011,02,1,11,024,07,1,057,03,1,1,5,40,32
 5,2011,02,1,11,024,08,1,058,01,1,1,3,60,30
 5,2011,02,1,11,024,08,1,058,03,1,1,4,45,27
 5,2011,02,1,11,024,08,1,058,04,1,1,4,45,27
 5,2011,02,1,11,024,10,1,060,01,1,1,6,45,27
 5,2011,02,1,11,025,02,1,152,01,1,1,2,40,45
 5,2011,02,1,11,025,04,1,154,01,2,2,8,45,45
 5,2011,02,1,11,025,04,1,154,02,2,2,8,20,20
 5,2011,02,1,11,025,05,1,155,01,1,1,2,40,40
 5,2011,02,1,11,025,05,1,155,02,1,1,2,15,15
 5,2011,02,1,11,025,06,1,156,01,1,1,6,45,45
 5,2011,02,1,11,025,06,1,156,04,1,1,6,40,50
 5,2011,02,1,11,025,07,1,157,01, , , ,40,50
 5,2011,02,1,11,025,07,1,157,02,1,1,4,40,40
 5,2011,02,1,11,025,08,1,158,01,2,2,1,45,45
 5,2011,02,1,11,025,09,1,159,01,1,1,1,45,50
 5,2011,02,1,11,025,09,1,159,08,2,2,8,45,45
 5,2011,02,1,11,025,10,1,160,01,1,1,5,40,40
 5,2011,02,1,11,025,10,1,160,02,1,1,5,40,40
 5,2011,02,1,11,026,01,1,161,01,1,1,4,40,40
 5,2011,02,1,11,026,01,1,161,02,1,1,4,35,35
 5,2011,02,1,11,026,01,1,161,03, , , ,40,45
 5,2011,02,1,11,026,01,1,161,04,2,2,1,50,55
 5,2011,02,1,11,026,02,1,162,01,1,1,5,45,45
 5,2011,02,1,11,026,02,1,162,02,1,1,6,40,45
 5,2011,02,1,11,026,04,1,164,01,1,1,6,45,45
 5,2011,02,1,11,026,05,1,165,01,1,1,3,44,44
 5,2011,02,1,11,026,05,1,165,06,2,2,1,50,50
 5,2011,02,1,11,026,08,1,168,02,1,1,4,45,45
 5,2011,02,1,11,026,08,1,168,04,1,1,5,40,45
 5,2011,02,1,11,026,09,1,169,01,1,1,5,60,60
 5,2011,02,1,11,027,01,1,061,02,1,1,6,40,40
 5,2011,02,1,11,027,02,1,062,05,1,1,1,60,60
 5,2011,02,1,11,027,02,1,062,07,2,2,7,50,40
 5,2011,02,1,11,027,02,1,062,08,1,1,6,50,50
 5,2011,02,1,11,027,05,1,065,02,3,1,3,60,60
 5,2011,02,1,11,027,06,1,066,01,1,1,4,60,60
 5,2011,02,1,11,027,08,1,068,01, , , ,48,32
 5,2011,02,1,11,027,08,1,068,03,1,1,4,45,45
 5,2011,02,1,11,027,09,1,069,01, , , ,45,45
 5,2011,02,1,11,027,09,1,069,02,1,1,2,40,40
 5,2011,02,1,11,027,09,1,069,06,3,3,2,40,40
 5,2011,02,1,11,027,09,1,069,07,1,1,6,40,40
 5,2011,02,1,11,028,02,1,072,03, , , ,45,45
 5,2011,02,1,11,028,03,1,073,02,1,2,8,70,70
 5,2011,02,1,11,028,04,1,074,01,1,1,6,12,00
 5,2011,02,1,11,028,04,1,074,02,1,1,2,08,00
 5,2011,02,1,11,028,05,1,075,03,1,1,6,45,45
 5,2011,02,1,11,029,02,1,082,01,1,2,3,65,65
 5,2011,02,1,11,029,03,1,083,01,1,1,6,48,48
 5,2011,02,1,11,029,03,1,083,03,1,1,6,45,45
 5,2011,02,1,11,029,03,1,083,04,1,1,6,48,48
 5,2011,02,1,11,029,05,1,085,01,1,1,6,45,45
 5,2011,02,1,11,029,06,1,086,01,2,2,7,25,25
 5,2011,02,1,11,029,06,1,086,04,1,1,6,50,50
 5,2011,02,1,11,029,06,1,086,05,1,2,2,45,45
 5,2011,02,1,11,029,07,1,087,01, , , ,45,45
 5,2011,02,1,11,029,07,1,087,02,2,2,8,50,50
 5,2011,02,1,11,029,07,1,087,03,1,1,5,50,50
 5,2011,02,1,11,029,10,1,090,02,2,2,8,25,25
 5,2011,02,1,11,029,10,1,090,03, , , ,45,45
 5,2011,02,2,11,030,01,1,091,01,2,2,8,70,70
 5,2011,02,2,11,030,01,1,091,02,2,2,1,45,27
 5,2011,02,2,11,030,01,1,091,07,1,1,6,50,40
 5,2011,02,2,11,030,02,1,092,02, , , ,40,24
 5,2011,02,2,11,030,03,1,093,01, , , ,60,36
 5,2011,02,2,11,030,03,1,093,02,2,2,8,35,35
 5,2011,02,2,11,030,04,1,094,01, , , ,40,24
 5,2011,02,2,11,030,05,1,095,01,1,1,3,40,24
 5,2011,02,2,11,030,07,1,097,01,1,1,4,40,24
 5,2011,02,2,11,030,07,1,097,02,2,2,1,35,35
 5,2011,02,2,11,030,09,1,099,01,1,2,8,70,70
 5,2011,02,2,11,030,09,1,099,03,1,1,4,40,24
 5,2011,02,2,11,031,01,1,101,02, , , ,40,32
 5,2011,02,2,11,031,01,1,101,03,1,1,4,40,24
 5,2011,02,2,11,031,02,1,102,04, , , ,40,24
 5,2011,02,2,11,031,03,1,103,01,1,1,1,20,12
 5,2011,02,2,11,031,03,1,103,02,2,2,1,35,35
 5,2011,02,2,11,031,03,1,103,03,1,1,4,30,18
 5,2011,02,2,11,031,03,1,103,04,1,1,5,40,32
 5,2011,02,2,11,031,04,1,104,01,2,2,1,56,32
 5,2011,02,2,11,031,05,1,105,03,1,3,1,70,60
 5,2011,02,2,11,031,06,1,106,01,1,1,2,40,32
 5,2011,02,2,11,031,08,1,108,01,1,1,3,70,70
 5,2011,02,2,11,031,08,1,108,04,1,1,3,70,70
 5,2011,02,2,11,031,09,1,109,01,2,2,8,49,49
 5,2011,02,2,11,031,10,1,110,02,1,1,6,60,60
 5,2011,02,2,11,031,10,1,110,04,1,2,8,70,70
 5,2011,02,2,11,031,10,1,110,05,1,2,8,70,70
 5,2011,02,2,11,031,10,1,110,06,2,2,8,70,70
 5,2011,02,2,11,032,01,1,111,01,2,2,7,27,63
 5,2011,02,2,11,032,02,1,112,01,2,2,7,40,63
 5,2011,02,2,11,032,03,1,113,02, , , ,44,44
 5,2011,02,2,11,032,04,1,114,02, , , ,35,35
